id,word
5654,manifiesto
4181,galicia
4038,fortuna
984,belleza
112,actual
6388,nula
957,bastantes
8120,romance
6909,permitió
4711,identifican
3061,efecto
821,automóviles
5693,marcel
4629,horizontal
3064,eficaces
6061,motivos
1427,ceremoniales
3750,explosión
4611,homosexual
5894,metodología
6496,ocurre
8718,sumar
2902,distrito
965,batería
6305,niño
9700,xvi
7497,provocan
77,aceptan
2893,distintas
4504,hecha
3438,esos
6616,originalidad
9334,utilizada
4774,imposible
3762,expresada
8172,ruta
886,años
1718,competiciones
9074,trabajaba
4311,gol
9769,élite
6196,nada
2729,diagrama
8809,tabla
2134,corrupción
2818,dirige
1920,consideradas
6670,padre
8939,termodinámica
8879,temperatura
862,ayuda
